GeoFips,GeoName,2017,2018,2019
36039,"Greene, NY",2265837,2201254,2107973
36041,"Hamilton, NY",209991,210816,205326
36043,"Herkimer, NY",1628172,1654726,1751388
36045,"Jefferson, NY",5828381,5789853,5730170
36047,"Kings, NY",79912824,87378679,90988296
36049,"Lewis, NY",1000190,998856,1019096
36051,"Livingston, NY",2029545,2096583,2102555
36053,"Madison, NY",2171622,2213157,2170043
36055,"Monroe, NY",41718577,42054854,43231272
36057,"Montgomery, NY",1758944,1759671,1780946
36059,"Nassau, NY",88276860,88446549,88745497
36061,"New York, NY",603858779,620207899,639038317
36063,"Niagara, NY",8729054,8719553,8999276
36065,"Oneida, NY",9748627,9932038,10243087
36067,"Onondaga, NY",27733668,28071947,28601221
36069,"Ontario, NY",5545674,5662866,5828178
36071,"Orange, NY",16191630,16718226,17682023
36073,"Orleans, NY",1222477,1235711,1227794
36075,"Oswego, NY",6229936,6093086,6237145
36077,"Otsego, NY",2386977,2469589,2484903
36079,"Putnam, NY",3431137,3525207,3538471
36081,"Queens, NY",86083841,92332983,92693860
36083,"Rensselaer, NY",7287981,6929502,7556522
36085,"Richmond, NY",13929032,14769541,14903066
36087,"Rockland, NY",15698907,15235426,15301402
36089,"St. Lawrence, NY",4476564,4343016,4387651
36091,"Saratoga, NY",10390523,10928103,11084061
36093,"Schenectady, NY",7710427,7666834,8474313
36095,"Schoharie, NY",1016548,1035735,1038925
36097,"Schuyler, NY",476120,486253,480816
36099,"Seneca, NY",1391375,1389706,1485722
36101,"Steuben, NY",4004181,4147657,4198766
36103,"Suffolk, NY",87385935,87410357,88624943
36105,"Sullivan, NY",2640752,2785832,2833329
36107,"Tioga, NY",1677216,1781985,1850653
36109,"Tompkins, NY",5537043,5623003,5682740
36111,"Ulster, NY",6459198,6596617,6744721
36113,"Warren, NY",3958340,4019387,4198203
36115,"Washington, NY",1727820,1695727,1811828
36117,"Wayne, NY",3665958,3658566,3745001
36119,"Westchester, NY",71292206,72800462,74931074
36121,"Wyoming, NY",1566011,1638385,1703187
36123,"Yates, NY",903468,888311,874959
37001,"Alamance, NC",5515318,5551297,5713732
37003,"Alexander, NC",811588,775065,766362
37005,"Alleghany, NC",295704,279738,271455
37007,"Anson, NC",790908,829888,749709
37009,"Ashe, NC",713694,735353,742062
37011,"Avery, NC",556653,575608,579756
37013,"Beaufort, NC",2088831,1923558,1812295
37015,"Bertie, NC",669312,602796,641633
37017,"Bladen, NC",1408810,1405772,1322637
37019,"Brunswick, NC",4478516,4390511,4322998
37021,"Buncombe, NC",12426074,13097839,13592155
37023,"Burke, NC",2536698,2468171,2364233
37025,"Cabarrus, NC",7075890,6997373,7138987
37027,"Caldwell, NC",2255895,2232030,2189630
37029,"Camden, NC",145209,137006,142650
37031,"Carteret, NC",2255038,2211798,2341621
37033,"Caswell, NC",349506,330437,326780
37035,"Catawba, NC",8297963,8233884,8205518
37037,"Chatham, NC",1563126,1605131,1539945
37039,"Cherokee, NC",684447,702449,742431
37041,"Chowan, NC",576120,566475,584131
37043,"Clay, NC",210496,218279,234162
37045,"Cleveland, NC",3815146,3779311,3953948
37047,"Columbus, NC",1370923,1296843,1356650
37049,"Craven, NC",4362353,4300811,4478427
37051,"Cumberland, NC",15362117,15437728,15830084
37053,"Currituck, NC",644172,682710,708992
37055,"Dare, NC",2025670,2052402,2151853
37057,"Davidson, NC",4360868,4282134,4367530
37059,"Davie, NC",1308785,1278920,1294265
37061,"Duplin, NC",2108590,2022718,1980410
37063,"Durham, NC",29260120,31003619,32874240
37065,"Edgecombe, NC",1529903,1512376,1496159
37067,"Forsyth, NC",23584818,23191246,23734226
37069,"Franklin, NC",1626637,1537817,1539431
37071,"Gaston, NC",6731036,6963153,6879133
37073,"Gates, NC",179977,171420,180840
37075,"Graham, NC",197763,204513,218566
37077,"Granville, NC",3135062,3005612,2993775
37079,"Greene, NC",445694,421960,424508
37081,"Guilford, NC",30769456,30766069,30726779
37083,"Halifax, NC",1321790,1320703,1328783
37085,"Harnett, NC",2312713,2354139,2380255
37087,"Haywood, NC",1642463,1664255,1746858
37089,"Henderson, NC",3619282,3610928,3687892
37091,"Hertford, NC",732904,721612,767056
37093,"Hoke, NC",915347,981149,1017106
37095,"Hyde, NC",152925,151517,151288
37097,"Iredell, NC",7884911,8106773,8507630
37099,"Jackson, NC",1333016,1340793,1428428
37101,"Johnston, NC",6408430,6435128,6492109
37103,"Jones, NC",205041,173113,196851
37105,"Lee, NC",2485586,2597179,2495517
37107,"Lenoir, NC",2805148,2668491,2682043
37109,"Lincoln, NC",2528912,2517247,2680228
37111,"McDowell, NC",1540765,1500035,1463997
37113,"Macon, NC",1269344,1356092,1465136
37115,"Madison, NC",350611,368995,389549
37117,"Martin, NC",648742,622473,617361
37119,"Mecklenburg, NC",98480577,99349989,101406435
37121,"Mitchell, NC",497926,533806,562982
37123,"Montgomery, NC",917505,867804,907145
37125,"Moore, NC",3254155,3249104,3350362
37127,"Nash, NC",4930368,4520064,4337905
37129,"New Hanover, NC",11379905,11723073,12230503
37131,"Northampton, NC",506604,495458,519395
37133,"Onslow, NC",6966383,6959813,7051384
37135,"Orange, NC",7671838,7953999,8063541
37137,"Pamlico, NC",261779,255959,268507
37139,"Pasquotank, NC",1376591,1338849,1360173
37141,"Pender, NC",1355433,1359452,1452313
37143,"Perquimans, NC",239977,249686,265405
37145,"Person, NC",1475998,1448959,1514436
37147,"Pitt, NC",8706700,8498463,8502334
37149,"Polk, NC",459366,410023,443299
37151,"Randolph, NC",3846876,3848275,3844645
37153,"Richmond, NC",1828294,1883746,1771720
37155,"Robeson, NC",3516726,3583455,3626543
37157,"Rockingham, NC",2757374,2758671,2744610
37159,"Rowan, NC",4684078,4750497,4895441
37161,"Rutherford, NC",1624864,1631673,1725499
37163,"Sampson, NC",2025884,1900764,1870494
37165,"Scotland, NC",1012387,1033843,1068590
37167,"Stanly, NC",1671965,1668141,1660407
37169,"Stokes, NC",1090922,1005494,998232
37171,"Surry, NC",2239986,2279366,2265610
37173,"Swain, NC",577809,573446,621003
37175,"Transylvania, NC",1316584,1516058,1633479
37177,"Tyrrell, NC",123318,108918,111926
37179,"Union, NC",6961372,7204240,7331815
37181,"Vance, NC",1207239,1146266,1110123
37183,"Wake, NC",70876938,75574136,78042037
37185,"Warren, NC",266482,273018,269164
37187,"Washington, NC",229595,228924,235682
37189,"Watauga, NC",1907385,1967145,2022173
37191,"Wayne, NC",4497953,4519737,4552427
37193,"Wilkes, NC",2307615,2263679,2209009
37195,"Wilson, NC",3670949,3657803,3590706
37197,"Yadkin, NC",916897,853491,849811
37199,"Yancey, NC",340406,391212,400618
38001,"Adams, ND",114109,114179,135922
38003,"Barnes, ND",541459,541608,579293
38005,"Benson, ND",227182,261236,219400
38007,"Billings, ND",157871,145982,188672
38009,"Bottineau, ND",396596,517596,435185
38011,"Bowman, ND",326704,268254,273651
38013,"Burke, ND",218727,237882,243356
38015,"Burleigh, ND",5232899,5195937,5117387
38017,"Cass, ND",11461895,11652533,11876940
38019,"Cavalier, ND",376983,543745,352368
38021,"Dickey, ND",351837,323627,376048
38023,"Divide, ND",326774,246680,229168
38025,"Dunn, ND",1436345,1519517,1758400
38027,"Eddy, ND",160900,164617,143370
38029,"Emmons, ND",195485,168691,160586
38031,"Foster, ND",246153,238615,215873
38033,"Golden Valley, ND",94891,83936,72750
38035,"Grand Forks, ND",3720662,3713817,3671954
38037,"Grant, ND",182570,118287,102881
38039,"Griggs, ND",169398,163189,151116
38041,"Hettinger, ND",151422,83419,83072
38043,"Kidder, ND",148513,138481,134890
38045,"LaMoure, ND",216697,236893,272131
38047,"Logan, ND",193959,161458,126662
38049,"McHenry, ND",230940,291098,244930
38051,"McIntosh, ND",169740,152271,154171
38053,"McKenzie, ND",3758033,4176904,4795079
38055,"McLean, ND",758870,801106,746808
38057,"Mercer, ND",1163929,1032406,965612
38059,"Morton, ND",1433854,1365499,1404653
38061,"Mountrail, ND",2034873,2139571,2199936
38063,"Nelson, ND",165555,171520,147301
38065,"Oliver, ND",278796,257091,248906
38067,"Pembina, ND",520892,470715,438265
38069,"Pierce, ND",206706,237373,196952
38071,"Ramsey, ND",562523,596276,539065
38073,"Ransom, ND",248999,242075,256787
38075,"Renville, ND",179970,272209,203034
38077,"Richland, ND",770215,774272,761569
38079,"Rolette, ND",362751,397769,360612
38081,"Sargent, ND",563017,650559,739117
38083,"Sheridan, ND",38996,39202,35310
38085,"Sioux, ND",129562,137040,127920
38087,"Slope, ND",53548,37540,35787
38089,"Stark, ND",2489979,2636695,2713543
38091,"Steele, ND",117243,123054,139892
38093,"Stutsman, ND",1208470,1181827,1207943
38095,"Towner, ND",149102,196613,144870
38097,"Traill, ND",373490,360723,409237
38099,"Walsh, ND",585848,570692,520824
38101,"Ward, ND",3636875,3777113,3674337
38103,"Wells, ND",271041,306930,255482
38105,"Williams, ND",4979185,5753787,5889101
39001,"Adams, OH",1376396,875797,676075
39003,"Allen, OH",7499383,7559936,7609990
39005,"Ashland, OH",1548877,1572702,1571769
39007,"Ashtabula, OH",2708554,2841506,2840510
39009,"Athens, OH",1959761,1885188,1922638
39011,"Auglaize, OH",2197052,2193852,2130147
39013,"Belmont, OH",3609554,3349472,3491157
39015,"Brown, OH",827474,823801,791076
39017,"Butler, OH",19600286,19752838,20352075
39019,"Carroll, OH",1587371,1633831,1747199
39021,"Champaign, OH",1053058,1068759,1055040
39023,"Clark, OH",4138853,4158588,4170098
39025,"Clermont, OH",7636633,7844707,7995057
39027,"Clinton, OH",1984665,2019267,2009028
39029,"Columbiana, OH",2793049,2814127,2838421
39031,"Coshocton, OH",1369703,1386831,1275315
39033,"Crawford, OH",1226572,1171211,1205130
39035,"Cuyahoga, OH",84087862,86185278,88091046
39037,"Darke, OH",2053785,2208937,1940431
39039,"Defiance, OH",1646256,1577380,1610831
39041,"Delaware, OH",10356615,10831487,11647346
39043,"Erie, OH",4762074,4655000,4188165
39045,"Fairfield, OH",4011064,3966455,4149898
39047,"Fayette, OH",2526459,2355312,2038357
39049,"Franklin, OH",85753201,87171842,88618482
39051,"Fulton, OH",1911028,1859029,1860781
39053,"Gallia, OH",2195782,2077652,2005567
39055,"Geauga, OH",3864750,4020499,4002891
39057,"Greene, OH",8819506,8902940,9224293
39059,"Guernsey, OH",2003545,2053673,2184402
39061,"Hamilton, OH",66763224,67257032,69804258
39063,"Hancock, OH",5047483,4941427,4911907
39065,"Hardin, OH",825589,889159,854811
39067,"Harrison, OH",1294462,1136469,1337127
39069,"Henry, OH",1154866,1129785,1320270
39071,"Highland, OH",1075175,1108399,1146696
39073,"Hocking, OH",596908,578498,586180
39075,"Holmes, OH",2192870,2304883,2328710
39077,"Huron, OH",1991887,2096608,2067631
39079,"Jackson, OH",958539,916199,913403
39081,"Jefferson, OH",3206593,3065900,3384444
39083,"Knox, OH",1955597,1999167,1964283
39085,"Lake, OH",10105291,10309011,10484808
39087,"Lawrence, OH",1529672,1525171,1638420
39089,"Licking, OH",5563357,5780372,6139993
39091,"Logan, OH",1900499,1928256,1907541
39093,"Lorain, OH",9611980,9631291,9796854
39095,"Lucas, OH",22929206,23707958,24340091
39097,"Madison, OH",1745657,1721241,1731246
39099,"Mahoning, OH",8336144,8416419,8612788
39101,"Marion, OH",2592096,2604609,2566570
39103,"Medina, OH",6918915,7096025,7019210
39105,"Meigs, OH",339822,344453,361413
39107,"Mercer, OH",2344872,2568617,2250202
39109,"Miami, OH",3997920,4014513,4018925
39111,"Monroe, OH",1186103,1277021,1579379
39113,"Montgomery, OH",25488013,26322069,26948046
39115,"Morgan, OH",282312,276643,300694
39117,"Morrow, OH",584448,594575,630316
39119,"Muskingum, OH",3454763,3413815,3504413
39121,"Noble, OH",726422,637459,644760
39123,"Ottawa, OH",1911187,1867184,1919152
39125,"Paulding, OH",514346,550399,544869
39127,"Perry, OH",741984,703449,693234
39129,"Pickaway, OH",1561752,1556374,1626336
39131,"Pike, OH",1059580,1047161,1030400
39133,"Portage, OH",5756314,5850218,5815430
39135,"Preble, OH",1034661,1074521,1055478
39137,"Putnam, OH",1182465,1170297,1155047
39139,"Richland, OH",4203503,4291477,4260557
39141,"Ross, OH",2463327,2515853,2567438
39143,"Sandusky, OH",2812772,2797788,2717892
39145,"Scioto, OH",2647915,2643653,2836436
39147,"Seneca, OH",1706793,1714488,1812006
39149,"Shelby, OH",2905417,2931431,2944859
39151,"Stark, OH",15643911,15532965,15521319
39153,"Summit, OH",26882963,27426609,27899611
39155,"Trumbull, OH",6585996,6571986,6629083
39157,"Tuscarawas, OH",3535349,3486929,3516060
39159,"Union, OH",3923099,4048976,4068912
39161,"Van Wert, OH",1270095,1307235,1207761
39163,"Vinton, OH",245560,271338,281099
39165,"Warren, OH",10360090,10711645,11575795
39167,"Washington, OH",3214025,3108889,3285666
39169,"Wayne, OH",5528286,5747131,5994369
39171,"Williams, OH",1605415,1601670,1683211
39173,"Wood, OH",6338803,6563127,6878112
39175,"Wyandot, OH",898784,955506,961513
40001,"Adair, OK",419018,452430,417867
40003,"Alfalfa, OK",233965,258773,242968
40005,"Atoka, OK",310916,298291,289100
40007,"Beaver, OK",374666,401625,411176
40009,"Beckham, OK",1121886,1190956,1091816
40011,"Blaine, OK",350070,346487,456452
40013,"Bryan, OK",1416615,1429453,1481548
40015,"Caddo, OK",793428,805958,766531
40017,"Canadian, OK",3717352,4466605,4217922
40019,"Carter, OK",2808689,2807590,2943404
40021,"Cherokee, OK",1056620,1065134,1096576
40023,"Choctaw, OK",415989,366669,326547
40025,"Cimarron, OK",277846,253437,234904
40027,"Cleveland, OK",7375684,7538036,7509821
40029,"Coal, OK",126924,128087,150066
40031,"Comanche, OK",4567074,4530048,4496998
40033,"Cotton, OK",132893,134319,148526
40035,"Craig, OK",429554,436178,433544
40037,"Creek, OK",1766604,1854088,1919876
40039,"Custer, OK",1445777,1465865,1569782
40041,"Delaware, OK",905411,913502,878172
40043,"Dewey, OK",266282,285931,320634
40045,"Ellis, OK",261344,259497,255649
40047,"Garfield, OK",3214414,3188891,3154279
40049,"Garvin, OK",1317787,1298046,1446603
40051,"Grady, OK",1241774,1314806,1550640
40053,"Grant, OK",376174,353278,438731
40055,"Greer, OK",98385,94676,95452
40057,"Harmon, OK",92955,78550,89148
40059,"Harper, OK",298498,315194,272543
40061,"Haskell, OK",347408,344184,344715
40063,"Hughes, OK",546362,612044,601288
40065,"Jackson, OK",945142,903289,979448
40067,"Jefferson, OK",125387,123679,111155
40069,"Johnston, OK",363266,378586,357122
40071,"Kay, OK",1614374,1641887,1639011
40073,"Kingfisher, OK",942371,1073386,1222666
40075,"Kiowa, OK",242973,214558,246785
40077,"Latimer, OK",378032,355570,342772
40079,"Le Flore, OK",1384280,1395159,1313348
40081,"Lincoln, OK",655980,709277,755043
40083,"Logan, OK",645493,673763,683730
40085,"Love, OK",413071,415690,406828
40087,"McClain, OK",975319,1005324,1065980
40089,"McCurtain, OK",1026083,965839,951348
40091,"McIntosh, OK",312394,315428,340975
40093,"Major, OK",333833,366360,391866
40095,"Marshall, OK",388715,415290,434395
40097,"Mayes, OK",1484328,1682800,1726329
40099,"Murray, OK",498795,501511,501021
40101,"Muskogee, OK",2911492,2705574,2575597
40103,"Noble, OK",578410,625542,618191
40105,"Nowata, OK",178571,177567,180998
40107,"Okfuskee, OK",182995,197610,211732
40109,"Oklahoma, OK",64919261,65084694,65949046
40111,"Okmulgee, OK",764225,754290,752133
40113,"Osage, OK",962487,941386,949206
40115,"Ottawa, OK",934460,931630,937403
40117,"Pawnee, OK",356634,364224,370212
40119,"Payne, OK",2869372,2992139,3090988
40121,"Pittsburg, OK",1642356,1739443,1718930
40123,"Pontotoc, OK",1691632,1750507,1797809
40125,"Pottawatomie, OK",2011024,1991591,2087322
40127,"Pushmataha, OK",203530,195748,194806
40129,"Roger Mills, OK",144122,129960,131089
40131,"Rogers, OK",2828301,2975225,3002177
40133,"Seminole, OK",623521,659099,696527
40135,"Sequoyah, OK",645017,635683,708602
40137,"Stephens, OK",1458381,1476061,1531147
40139,"Texas, OK",2021047,2046664,2065674
40141,"Tillman, OK",186787,167876,200036
40143,"Tulsa, OK",44246462,45671131,46402824
40145,"Wagoner, OK",1127524,1148588,1210016
40147,"Washington, OK",8171068,7470937,8071322
40149,"Washita, OK",213353,207416,229878
40151,"Woods, OK",715720,673575,924107
40153,"Woodward, OK",1141108,1159818,1141278
41001,"Baker, OR",545240,552337,570733
41003,"Benton, OR",4007832,4226017,4245769
41005,"Clackamas, OR",18383718,19454358,19744336
41007,"Clatsop, OR",1651296,1703182,1681997
41009,"Columbia, OR",1202428,1174317,1217766
41011,"Coos, OR",2048089,2082330,2160263
41013,"Crook, OR",717151,751475,787352
41015,"Curry, OR",567793,579570,603039
41017,"Deschutes, OR",8461730,8829167,9284048
41019,"Douglas, OR",3259380,3269443,3310833
41021,"Gilliam, OR",227230,229492,232782
41023,"Grant, OR",242517,241509,234926
41025,"Harney, OR",236322,252198,264222
41027,"Hood River, OR",1069114,1182023,1149057
41029,"Jackson, OR",8077825,8211096,8350110
41031,"Jefferson, OR",613474,683701,705541
41033,"Josephine, OR",2397785,2508606,2670798
41035,"Klamath, OR",2116429,2156776,2203273
41037,"Lake, OR",249862,293178,300170
41039,"Lane, OR",14182451,14578638,14544223
41041,"Lincoln, OR",1676793,1727661,1670338
41043,"Linn, OR",4178035,4442516,4510279
41045,"Malheur, OR",1258787,1264349,1266511
41047,"Marion, OR",13648902,14344757,14729542
41049,"Morrow, OR",1436770,1454361,1551074
41051,"Multnomah, OR",57351348,60134308,61251557
41053,"Polk, OR",1755606,1833262,1856307
41055,"Sherman, OR",584195,542041,493930
41057,"Tillamook, OR",1070246,1138479,1140547
41059,"Umatilla, OR",2889727,3010969,3068525
41061,"Union, OR",874171,855351,906884
41063,"Wallowa, OR",333917,302366,319951
41065,"Wasco, OR",1236139,1335403,1464139
41067,"Washington, OR",43916435,46433081,47505126
41069,"Wheeler, OR",36403,33455,28627
41071,"Yamhill, OR",3239751,3437983,3496552
42001,"Adams, PA",3693050,3596670,3533399
42003,"Allegheny, PA",87626665,91053999,92679155
42005,"Armstrong, PA",2271303,2239654,2181021
42007,"Beaver, PA",6219547,6260353,6696675
42009,"Bedford, PA",1468760,1451744,1458105
42011,"Berks, PA",18630058,18762685,18821349
42013,"Blair, PA",5410493,5448295,5569660
42015,"Bradford, PA",4055052,3765125,4139909
42017,"Bucks, PA",31963010,32069423,32056346
42019,"Butler, PA",9951867,10029026,10498745
42021,"Cambria, PA",4373416,4372533,4355292
42023,"Cameron, PA",250960,196026,187563
42025,"Carbon, PA",2323583,2426665,2421193
42027,"Centre, PA",8047187,8054819,8146866
42029,"Chester, PA",39590970,41285298,41680136
42031,"Clarion, PA",1146944,1147972,1167936
42033,"Clearfield, PA",2584483,2615527,2654464
42035,"Clinton, PA",1524607,1494037,1627259
42037,"Columbia, PA",2317133,2275492,2331480
42039,"Crawford, PA",2852356,2908875,2890055
42041,"Cumberland, PA",13894419,14393789,15021849
42043,"Dauphin, PA",20174810,20420984,20896156
42045,"Delaware, PA",30964607,31709548,32541633
42047,"Elk, PA",1461757,1502985,1502305
42049,"Erie, PA",10520368,10628198,10774020
42051,"Fayette, PA",4122741,4324800,4451439
42053,"Forest, PA",231893,225625,231469
42055,"Franklin, PA",5832673,5832323,5794152
42057,"Fulton, PA",608879,647017,661972
42059,"Greene, PA",3440066,3369817,3610010
42061,"Huntingdon, PA",1267443,1251056,1261792
42063,"Indiana, PA",3906213,3903503,3898364
42065,"Jefferson, PA",1498088,1533380,1546964
42067,"Juniata, PA",749164,782243,766389
42069,"Lackawanna, PA",8821303,9000962,9105401
42071,"Lancaster, PA",26669150,27056710,27221966
42073,"Lawrence, PA",2908581,2935372,2888592
42075,"Lebanon, PA",5436604,5609912,5646467
42077,"Lehigh, PA",20516088,20785134,22026218
42079,"Luzerne, PA",13998774,14013466,14304135
42081,"Lycoming, PA",5911135,5822349,5863791
42083,"McKean, PA",2146930,2175298,2111900
42085,"Mercer, PA",4128566,4138446,4119015
42087,"Mifflin, PA",1590395,1604551,1650740
42089,"Monroe, PA",6813003,6613226,6805911
42091,"Montgomery, PA",70251887,70821735,72843397
42093,"Montour, PA",1781463,1790984,1801234
42095,"Northampton, PA",13958501,14078275,14450931
42097,"Northumberland, PA",2673139,2577410,2767067
42099,"Perry, PA",893309,921296,898805
42101,"Philadelphia, PA",100185141,101183822,101583536
42103,"Pike, PA",1287771,1315549,1325741
42105,"Potter, PA",916899,939647,970446
42107,"Schuylkill, PA",4588041,4577842,4655557
42109,"Snyder, PA",1384325,1514774,1480647
42111,"Somerset, PA",2426039,2458868,2472106
42113,"Sullivan, PA",456189,392511,416371
42115,"Susquehanna, PA",3366252,3036336,3382829
42117,"Tioga, PA",1700286,1677080,1837795
42119,"Union, PA",1660922,1703260,1727604
42121,"Venango, PA",1807462,1812641,1851359
42123,"Warren, PA",1684250,1667061,1695807
42125,"Washington, PA",12675086,12944554,12850426
42127,"Wayne, PA",1639313,1683123,1700481
42129,"Westmoreland, PA",13603673,13746051,14007579
42131,"Wyoming, PA",1906360,1823809,1871231
42133,"York, PA",19260349,19116992,19507531
44001,"Bristol, RI",1676676,1670975,1683750
44003,"Kent, RI",8577292,8475224,8560577
44005,"Newport, RI",5417262,5389251,5613667
44007,"Providence, RI",30987022,30706750,31288217
44009,"Washington, RI",5950997,6252024,6079187
45001,"Abbeville, SC",545937,562257,555357
45003,"Aiken, SC",6122052,6231941,6322998
45005,"Allendale, SC",264908,260855,242846
45007,"Anderson, SC",6091904,6334799,6476827
45009,"Bamberg, SC",303872,300774,303952
45011,"Barnwell, SC",430652,467419,457005
45013,"Beaufort, SC",6708651,7016649,7240257
45015,"Berkeley, SC",7061462,7479375,7687113
45017,"Calhoun, SC",504172,485267,559099
45019,"Charleston, SC",26954750,27581504,28844174
45021,"Cherokee, SC",1561816,1631580,1615774
45023,"Chester, SC",949027,996726,1052713
45025,"Chesterfield, SC",1429151,1428711,1467660
45027,"Clarendon, SC",544164,561411,553768
45029,"Colleton, SC",839643,855162,845706
45031,"Darlington, SC",2411381,2395518,2464190
45033,"Dillon, SC",663936,696883,713866
45035,"Dorchester, SC",3216229,3450429,3519077
45037,"Edgefield, SC",594743,558062,548775
45039,"Fairfield, SC",1313628,935279,931448
45041,"Florence, SC",6383134,6345013,6453953
45043,"Georgetown, SC",2138557,2217415,2229221
45045,"Greenville, SC",28099118,29106695,29356973
45047,"Greenwood, SC",2488444,2645951,2678257
45049,"Hampton, SC",404638,420381,419985
45051,"Horry, SC",11418215,11784741,12120018
45053,"Jasper, SC",1005386,1021364,1070141
45055,"Kershaw, SC",1650763,1655322,1737210
45057,"Lancaster, SC",3428651,3783060,3776995
45059,"Laurens, SC",2043222,2030508,1984183
45061,"Lee, SC",312223,321707,313216
45063,"Lexington, SC",11310957,11662549,11884870
45065,"McCormick, SC",185644,192909,197191
45067,"Marion, SC",501283,534047,540407
45069,"Marlboro, SC",717291,701659,697636
45071,"Newberry, SC",1190006,1224615,1291771
45073,"Oconee, SC",3607164,3514488,3448404
45075,"Orangeburg, SC",2560380,2551592,2547232
45077,"Pickens, SC",3427571,3514467,3635371
45079,"Richland, SC",22090588,22665054,22775429
45081,"Saluda, SC",418173,401530,428135
45083,"Spartanburg, SC",13284253,13662731,14258341
45085,"Sumter, SC",3712880,3731923,3755023
45087,"Union, SC",616319,651996,700556
45089,"Williamsburg, SC",717553,730394,695821
45091,"York, SC",10331001,10535050,11138919
46003,"Aurora, SD",74126,79211,80255
46005,"Beadle, SD",871653,874646,856850
46007,"Bennett, SD",126911,117750,108223
46009,"Bon Homme, SD",196268,209836,212724
46011,"Brookings, SD",2022722,2003973,1921272
46013,"Brown, SD",1997697,2142703,2025125
46015,"Brule, SD",305445,253275,231258
46017,"Buffalo, SD",101939,92271,95644
46019,"Butte, SD",308308,293873,287903
46021,"Campbell, SD",93241,97997,73995
46023,"Charles Mix, SD",366936,410177,428173
46025,"Clark, SD",140760,195301,168933
46027,"Clay, SD",485821,512721,532523
46029,"Codington, SD",1343071,1370515,1328019
46031,"Corson, SD",107694,82285,79999
46033,"Custer, SD",229672,217912,216878
46035,"Davison, SD",1097856,1112013,1058480
46037,"Day, SD",277933,297184,237473
46039,"Deuel, SD",289373,294509,274706
46041,"Dewey, SD",228077,198799,203315
46043,"Douglas, SD",188622,184938,216830
46045,"Edmunds, SD",165769,257032,212088
46047,"Fall River, SD",244370,235509,230659
46049,"Faulk, SD",136737,168305,168855
46051,"Grant, SD",558581,534938,492115
46053,"Gregory, SD",145413,149700,145011
46055,"Haakon, SD",105949,126438,88474
46057,"Hamlin, SD",224042,252899,231173
46059,"Hand, SD",164586,192807,161528
46061,"Hanson, SD",102597,123686,140765
46063,"Harding, SD",107304,62280,75653
46065,"Hughes, SD",1103157,1092211,1135030
46067,"Hutchinson, SD",348822,348584,395561
46069,"Hyde, SD",124806,88816,79843
46071,"Jackson, SD",67884,70907,57679
46073,"Jerauld, SD",179553,146943,123989
46075,"Jones, SD",53291,47216,57202
46077,"Kingsbury, SD",254757,290125,283679
46079,"Lake, SD",515285,548720,552493
46081,"Lawrence, SD",996029,989560,1002764
46083,"Lincoln, SD",2283303,2420931,2627093
46085,"Lyman, SD",179074,175486,159597
46087,"McCook, SD",204657,216686,252856
46089,"McPherson, SD",118584,143996,115509
46091,"Marshall, SD",262865,283331,274750
46093,"Meade, SD",675700,718017,746302
46095,"Mellette, SD",46788,39239,31209
46097,"Miner, SD",83700,96849,104033
46099,"Minnehaha, SD",15132542,14989980,15376173
46101,"Moody, SD",311209,336273,326029
46102,"Oglala Lakota, SD*",304236,300889,298487
46103,"Pennington, SD",4883986,4985498,5059001
46105,"Perkins, SD",187628,127517,115552
46107,"Potter, SD",169143,134266,144206
46109,"Roberts, SD",319029,386757,314949
46111,"Sanborn, SD",108453,127291,137936
46115,"Spink, SD",391648,430765,358691
46117,"Stanley, SD",146950,115725,128652
46119,"Sully, SD",168045,134910,114872
46121,"Todd, SD",193124,205444,199745
46123,"Tripp, SD",257092,261148,239601
46125,"Turner, SD",353316,331159,372748
46127,"Union, SD",1177435,1276978,1295029
46129,"Walworth, SD",248289,233015,210396
46135,"Yankton, SD",1071106,1124408,1135918
46137,"Ziebach, SD",55796,51181,41904
47001,"Anderson, TN",4413453,4436767,4570679
47003,"Bedford, TN",1585845,1676403,1777053
47005,"Benton, TN",331456,315434,310809
47007,"Bledsoe, TN",205056,191387,186735
47009,"Blount, TN",5050643,5156255,5346896
47011,"Bradley, TN",3995556,3973781,3986072
47013,"Campbell, TN",820362,841478,861493
47015,"Cannon, TN",225826,225439,230609
47017,"Carroll, TN",634168,624809,603978
47019,"Carter, TN",944527,937734,932674
47021,"Cheatham, TN",1068162,1058986,1056945
47023,"Chester, TN",336545,335158,327038
47025,"Claiborne, TN",710923,712560,723501
47027,"Clay, TN",166116,164543,158594
47029,"Cocke, TN",680114,691365,695042
47031,"Coffee, TN",2472280,2567612,2687048
47033,"Crockett, TN",528779,531081,510425
47035,"Cumberland, TN",1507202,1523141,1555649
47037,"Davidson, TN",60760522,62964468,65576681
47039,"Decatur, TN",306542,309280,283892
47041,"DeKalb, TN",645930,589747,592964
47043,"Dickson, TN",1715510,1741865,1800624
47045,"Dyer, TN",1560659,1525920,1544657
47047,"Fayette, TN",1109325,1046574,1015297
47049,"Fentress, TN",399283,412848,429790
47051,"Franklin, TN",1066752,1068809,1076271
47053,"Gibson, TN",1271711,1289462,1315988
47055,"Giles, TN",1038455,1032081,1025107
47057,"Grainger, TN",359392,357284,379408
47059,"Greene, TN",2240275,2224082,2182765
47061,"Grundy, TN",218761,215936,212465
